No,Line,Latitude,Longitude,Name,Description,Symbol
004755,004755,41.582740,-90.341860,Turn right onto 1st Ave,Turn right onto 1st Ave,Dot
004771,004771,41.580740,-90.352760,Turn left onto 18th St,Turn left onto 18th St,Dot
004779,004779,41.579230,-90.351900,Turn right onto Great River Trail,Turn right onto Great River Trail,Dot
004789,004789,41.574590,-90.367740,Turn left onto IL-84 N,Turn left onto IL-84 N,Dot
004790,004790,41.573260,-90.372330,Turn left onto Great River Trail,Turn left onto Great River Trail,Dot
004798,004798,41.567698,-90.394497,Lock and Dam No. 14 to Right,Lock and Dam No. 14 to Right,Dot
004799,004799,41.565990,-90.397710,Turn right,Turn right,Dot
004800,004800,41.566110,-90.397850,Slight Left,Keep left onto Great River Trail,Dot
004801,004801,41.566170,-90.399600,Turn left,Turn left,Dot
004809,004809,41.562540,-90.403540,Turn right onto Great River Trail,Turn right onto Great River Trail,Dot
004817,004817,41.559960,-90.407450,Turn right onto 9th Street,Turn right onto 9th Street,Dot
004825,004825,41.560260,-90.408010,Turn left onto Great River Trail,Turn left onto Great River Trail,Dot
004833,004833,41.558060,-90.409950,Turn right onto 8th Street,Turn right onto 8th Street,Dot
004834,004834,41.558780,-90.412850,Turn left onto 1st Avenue,Turn left onto 1st Avenue,Dot
004850,004850,41.537550,-90.424290,Slight right onto 19th St,Slight right onto 19th St,Dot
004851,004851,41.538950,-90.427790,Turn left onto 19th St,Turn left onto 19th St,Dot
004859,004859,41.537550,-90.424290,Turn right onto Great River Trail,Turn right onto Great River Trail,Dot
004860,004860,41.530620,-90.438070,Continue onto Great River Trail,Continue onto Great River Trail,Dot
004872,004872,41.511650,-90.508660,Turn left onto Ralph B Birks Bicycle Trail,Turn left onto Ralph B Birks Bicycle Trail,Dot
004882,004882,41.511100,-90.510230,Turn left onto Ralph B Birks Bicycle Trail,Turn left onto Ralph B Birks Bicycle Trail,Dot
004890,004890,41.510670,-90.512510,Turn left onto 2nd Ave,Turn left onto 2nd Ave,Dot
004891,004891,41.509710,-90.515340,Turn left onto 17th St,Turn left onto 17th St,Dot
004892,004892,41.509110,-90.514940,Turn right onto River Dr,Turn right onto River Dr,Dot
004893,004893,41.508710,-90.516110,Turn right,Turn right,Dot
004894,004894,41.509860,-90.517570,Turn slight right onto Rodman Avenue,Turn slight right onto Rodman Avenue,Dot
004904,004904,41.513060,-90.520770,Turn right onto Prospect Drive,Turn right onto Prospect Drive,Dot
004905,004905,41.513070,-90.520850,Turn right onto Rodman Ave,Turn right onto Rodman Ave,Dot
004906,004906,41.513350,-90.521140,Turn right onto Blunt Rd,Turn right onto Blunt Rd,Dot
004914,004914,41.523100,-90.547540,Blunt Rd turns left and becomes Gillespie St,Blunt Rd turns left and becomes Gillespie St,Dot
004922,004922,41.521660,-90.547460,Turn right onto Durnin Ave,Turn right onto Durnin Ave,Dot
004923,004923,41.521810,-90.551380,Turn right onto Davenport Ave,Turn right onto Davenport Ave,Dot
004924,004924,41.517230,-90.561700,Turn right onto Rodman Ave,Turn right onto Rodman Ave,Dot
004925,004925,41.517220,-90.565610,Turn left at Government Bridge,Turn left at Government Bridge,Dot
004926,004926,41.517160,-90.565680,Turn right,Turn right,Dot
004936,004936,41.520470,-90.568900,Turn slight right onto Riverfront Trail,Turn slight right onto Riverfront Trail,Dot
004944,004944,41.519600,-90.575720,Slight Left,Keep left,Dot
004945,004945,41.518180,-90.580840,Slight Left,Turn slight left onto Riverfront Trail,Dot
004953,004953,41.517820,-90.582590,Slight right to stay on Riverfront Trail,Slight right to stay on Riverfront Trail,Dot
004961,004961,41.491350,-90.622290,Turn left,Turn left,Dot
004962,004962,41.490900,-90.622780,Turn right,Turn right,Dot
004972,004972,41.491090,-90.625720,Turn right onto S Concord St,Turn right onto S Concord St,Dot
004973,004973,41.464300,-90.668970,Turn right onto Utah Ave,Turn right onto Utah Ave,Dot
004981,004981,41.467100,-90.668940,Turn left onto IA-22 W/​E Front St,Turn left onto IA-22 W/​E Front St,Dot
005009,005009,41.439460,-91.017730,Turn left onto Running Riv Trail System,Turn left onto Running Riv Trail System,Dot
005017,005017,41.426270,-91.032540,Turn left onto Brook St,Turn left onto Brook St,Dot
005018,005018,41.427820,-91.034070,Turn left onto E 2nd St,Turn left onto E 2nd St,Dot
005032,005032,41.426740,-91.036010,Turn left onto IA-92 E,Turn left onto IA-92 E,Dot
005033,005033,41.421380,-91.033210,Continue onto IL-92 E,Continue onto IL-92 E,Dot
005043,005043,41.406190,-91.006650,Turn right onto 322nd St W,Turn right onto 322nd St W,Dot
005053,005053,41.332660,-91.008800,Continue onto 45th St,Continue onto 45th St,Dot
005063,005063,41.304400,-90.999670,Continue onto 54th St,Continue onto 54th St,Dot
005064,005064,41.295060,-90.996700,Continue onto 45th St,Continue onto 45th St,Dot
005074,005074,41.188620,-91.002730,Continue onto 45th Street,Continue onto 45th Street,Dot
005075,005075,41.174030,-91.000720,Turn slight right onto 4th Street,Turn slight right onto 4th Street,Dot
005076,005076,41.172650,-91.000690,Continue onto 4th Street,Continue onto 4th Street,Dot
005077,005077,41.171870,-91.000770,Turn left onto 4th Street,Turn left onto 4th Street,Dot
005078,005078,41.170460,-91.002740,Turn left onto 1st Street,Turn left onto 1st Street,Dot
005094,005094,41.170500,-90.986140,Turn right,Turn right,Dot
005095,005095,41.169300,-90.975600,Turn left onto 60th Street,Turn left onto 60th Street,Dot
005103,005103,41.187230,-90.976100,"Turn right onto IL 17, IL 17","Turn right onto IL 17, IL 17",Dot
005111,005111,41.186810,-90.947060,Turn right onto 76th Street,Turn right onto 76th Street,Dot
005129,005129,41.100640,-90.942900,Turn left onto Main Street,Turn left onto Main Street,Dot
005130,005130,41.100550,-90.936810,Turn right onto 10th Street,Turn right onto 10th Street,Dot
005131,005131,40.957840,-90.931100,Turn right onto 2225 North,Turn right onto 2225 North,Dot
005132,005132,40.957780,-90.940720,Slight Left,Keep left onto 3rd Street,Dot
005140,005140,40.940333,-90.951930,Norma Jean Circus Elephant Monument 4 Blocks to Left (not vi,Norma Jean Circus Elephant Monument 4 Blocks to Left (not visible),Dot
005148,005148,40.939090,-90.952560,Turn right onto Mercer Street,Turn right onto Mercer Street,Dot
005164,005164,40.936100,-90.956680,Keep right onto North 1st Street,Keep right onto North 1st Street,Dot
005165,005165,40.934750,-90.957120,Turn slight right onto North Front Street,Turn slight right onto North Front Street,Dot
005166,005166,40.924900,-90.958170,Turn left onto Russell Way,Turn left onto Russell Way,Dot
005174,005174,40.924820,-90.950390,Turn right onto IL 164,Turn right onto IL 164,Dot
005184,005184,40.886770,-90.950770,Turn left onto 1750N,Turn left onto 1750N,Dot
005185,005185,40.886690,-90.946020,Turn right onto 1275E,Turn right onto 1275E,Dot
005186,005186,40.869060,-90.951300,Turn right onto Liberty Road,Turn right onto Liberty Road,Dot
005196,005196,40.867280,-90.957160,Turn right onto Locust Street,Turn right onto Locust Street,Dot
005197,005197,40.866270,-90.958840,Turn right onto Oak Street,Turn right onto Oak Street,Dot
005198,005198,40.866190,-90.959010,Turn slight right onto Oak Street,Turn slight right onto Oak Street,Dot
005206,005206,40.866210,-90.960540,"Turn left onto Main Street, IL 164","Turn left onto Main Street, IL 164",Dot
005214,005214,40.865450,-90.960530,"Turn right onto County Highway 15, 15","Turn right onto County Highway 15, 15",Dot
005215,005215,40.865650,-91.017630,"Turn left onto County Highway 15,Lock and Dam 15 to Right (n","Turn left onto County Highway 15,Lock and Dam 15 to Right (not visible)",Dot
005216,005216,40.814900,-91.018440,Turn right onto US 34,Turn right onto US 34,Dot
005217,005217,40.815310,-91.054180,Slight Left,Keep left,Dot
005218,005218,40.814380,-91.099910,"Turn left onto Bluff Road, CR 99","Turn left onto Bluff Road, CR 99",Dot
005234,005234,40.811420,-91.100960,"Turn left onto Columbia Street, CR 99","Turn left onto Columbia Street, CR 99",Dot
005244,005244,40.815110,-91.057170,Keep right,Keep right,Dot
005255,005255,40.679890,-91.070860,"Turn right onto 2nd Street, IL 96","Turn right onto 2nd Street, IL 96",Dot
005269,005269,40.644580,-91.146340,Turn right,Turn right,Dot
005270,005270,40.644820,-91.151360,Slight Left,Turn slight left onto East 1st Street,Dot
005271,005271,40.637810,-91.168610,Continue onto West 1st Street,Continue onto West 1st Street,Dot
005272,005272,40.635530,-91.174400,Slight Left,Turn slight left onto Sycamore Street,Dot
005280,005280,40.634000,-91.173410,"Turn right onto West 3rd Street, IL 9, IL 96","Turn right onto West 3rd Street, IL 9, IL 96",Dot
005295,005295,40.617940,-91.286250,"Turn right onto Fort Madison Bridge, IL 9","Turn right onto Fort Madison Bridge, IL 9",Dot
005309,005309,40.630430,-91.300840,"Turn left onto Avenue H, US 61 Business","Turn left onto Avenue H, US 61 Business",Dot
005310,005310,40.629980,-91.308290,Turn left onto 6th Street,Turn left onto 6th Street,Dot
005311,005311,40.629460,-91.308290,Turn right onto Riverview Drive,Turn right onto Riverview Drive,Dot
005312,005312,40.628300,-91.315100,Turn left,Turn left,Dot
005313,005313,40.628360,-91.312970,Keep right,Keep right,Dot
005314,005314,40.628640,-91.304870,Continue,Continue,Dot
005315,005315,40.629320,-91.303750,Turn left onto Riverview Drive,Turn left onto Riverview Drive,Dot
005316,005316,40.629460,-91.308290,Turn right onto 6th Street,Turn right onto 6th Street,Dot
005317,005317,40.629980,-91.308290,"Turn right onto Avenue H, US 61 Business","Turn right onto Avenue H, US 61 Business",Dot
005318,005318,40.630240,-91.301230,Keep right,Keep right,Dot
005319,005319,40.630300,-91.300650,Turn right onto Fort Madison Bridge,Turn right onto Fort Madison Bridge,Dot
005320,005320,40.618090,-91.286340,Keep right,Keep right,Dot
005328,005328,40.617900,-91.286440,Turn slight right onto IL 96,Turn slight right onto IL 96,Dot
005355,005355,40.398199,-91.351713,Lock and Dam No. 19 to Right (not visible),Lock and Dam No. 19 to Right (not visible),Dot
005356,005356,40.397858,-91.351700,Junction US Hwy 136 to Left,Junction US Hwy 136 to Left,Dot
005357,005357,40.397850,-91.351700,Keep right onto North County Road 0,Keep right onto North County Road 0,Dot
005358,005358,40.393460,-91.380800,Turn left onto North 2nd Street,Turn left onto North 2nd Street,Dot
005359,005359,40.391510,-91.383990,Turn left onto Bank Street,Turn left onto Bank Street,Dot
005360,005360,40.389660,-91.382130,Turn left onto Mississippi Drive,Turn left onto Mississippi Drive,Dot
005361,005361,40.390700,-91.380040,Make a U-turn onto Mississippi Drive,Make a U-turn onto Mississippi Drive,Dot
005362,005362,40.389660,-91.382130,Turn right onto Bank Street,Turn right onto Bank Street,Dot
005363,005363,40.391510,-91.383990,Turn right onto South 2nd Street,Turn right onto South 2nd Street,Dot
005364,005364,40.393390,-91.380910,Turn right onto US 136,Turn right onto US 136,Dot
005380,005380,40.359170,-91.434430,Turn right onto Main Street,Turn right onto Main Street,Dot
005381,005381,40.361660,-91.441960,"Turn left onto Water Street, 11","Turn left onto Water Street, 11",Dot
005399,005399,40.199960,-91.418540,Continue onto North County Road 500,Continue onto North County Road 500,Dot
005400,005400,40.075030,-91.419180,Turn left onto North 2150th Avenue,Turn left onto North 2150th Avenue,Dot
005413,005413,39.935820,-91.415400,Turn left onto Broadway Street,Turn left onto Broadway Street,Dot
005429,005429,39.935820,-91.414980,Turn right onto North Front Street,Turn right onto North Front Street,Dot
005440,005440,39.921170,-91.413240,Turn left onto Jefferson Street,Turn left onto Jefferson Street,Dot
005459,005459,39.783840,-91.300910,Turn right onto East 1100th Street,Turn right onto East 1100th Street,Dot
005470,005470,39.730430,-91.338690,Turn left onto Illinois Route 106,Turn left onto Illinois Route 106,Dot
005478,005478,39.728720,-91.337900,Turn right,Turn right,Dot
005488,005488,39.718130,-91.366710,Keep right,Keep right,Dot
005489,005489,39.718050,-91.373170,Slight Left,Keep left,Dot
005522,005522,39.566420,-91.190072,Junction Scenic Overlook to Left,Junction Scenic Overlook to Left,Dot
005539,005539,39.454890,-91.056450,"Turn right onto North 7th Street, MO 79","Turn right onto North 7th Street, MO 79",Dot
005551,005551,39.454030,-91.055800,"Turn left onto United States Highway 54, US 54, MO 79","Turn left onto United States Highway 54, US 54, MO 79",Dot
005559,005559,39.462450,-91.030880,Turn right onto 400 N,Turn right onto 400 N,Dot
005570,005570,39.481730,-90.927670,Turn slight right onto IL 96,Turn slight right onto IL 96,Dot
005587,005587,39.283950,-90.740600,Turn left onto IL-96 S/​Great River Rd,Turn left onto IL-96 S/​Great River Rd,Dot
005597,005597,39.295960,-90.609790,Turn left onto Broadway,Turn left onto Broadway,Dot
005607,005607,39.283950,-90.740600,Turn left onto Mississippi River Rd,Turn left onto Mississippi River Rd,Dot
005630,005630,39.090780,-90.667190,Continue onto 1420E,Continue onto 1420E,Dot
005631,005631,39.058400,-90.666827,Turner Branch,Turner Branch,Dot
005649,005649,38.968690,-90.647090,Slight Left,Turn slight left onto Mississippi River Road,Dot
005650,005650,38.967800,-90.635540,Turn right to stay on Mississippi River Rd,Turn right to stay on Mississippi River Rd,Dot
005660,005660,38.904390,-90.523800,Turn right to stay on Mississippi River Rd,Turn right to stay on Mississippi River Rd,Dot
005668,005668,38.924920,-90.513550,Turn right onto Illinois River Rd,Turn right onto Illinois River Rd,Dot
005680,005680,38.967940,-90.495130,Turn right onto Illinois SR 100,Turn right onto Illinois SR 100,Dot
005688,005688,38.970836,-90.457525,Dagett Hollow to Left,Dagett Hollow to Left,Dot
005689,005689,38.969230,-90.448659,Mason Hollow to Left,Mason Hollow to Left,Dot
005690,005690,38.969080,-90.445640,Turn right onto Water Street,Turn right onto Water Street,Dot
005691,005691,38.969050,-90.444600,Continue,Continue,Dot
005692,005692,38.969120,-90.442430,Turn slight right onto Water Street,Turn slight right onto Water Street,Dot
005693,005693,38.969100,-90.437670,Turn slight right,Turn slight right,Dot
005694,005694,38.969100,-90.435160,Turn right,Turn right,Dot
005710,005710,38.969060,-90.435150,Turn left onto Water Street,Turn left onto Water Street,Dot
005711,005711,38.969080,-90.428980,Turn left onto Brown Street,Turn left onto Brown Street,Dot
005721,005721,38.961568,-90.387423,Babbs Hollow to Left,Babbs Hollow to Left,Dot
005729,005729,38.951990,-90.362560,Turn left onto Mill St,Turn left onto Mill St,Dot
005730,005730,38.951750,-90.363900,Turn left onto IL-100 S,Turn left onto IL-100 S,Dot
005744,005744,38.925293,-90.247680,Youngblood Hollow to Left,Youngblood Hollow to Left,Dot
005745,005745,38.909986,-90.218533,Hop Hollow to Left,Hop Hollow to Left,Dot
005746,005746,38.890460,-90.187200,Turn right onto Riverfront Drive,Turn right onto Riverfront Drive,Dot
005747,005747,38.888790,-90.183810,Slight Left,Keep left,Dot
005748,005748,38.886910,-90.178270,Keep right,Keep right,Dot
005756,005756,38.885610,-90.172940,Turn right onto MCT Confluence Trail,Turn right onto MCT Confluence Trail,Dot
005764,005764,38.871660,-90.150974,Melvin Price Lock and Dam/National Great Rivers Museum to Ri,Melvin Price Lock and Dam/National Great Rivers Museum to Right,Dot
005780,005780,38.804780,-90.099540,Turn right onto Frontage Rd,Turn right onto Frontage Rd,Dot
005790,005790,38.804890,-90.101550,Continue onto Frontage Rd,Continue onto Frontage Rd,Dot
005798,005798,38.804780,-90.099540,Turn right onto Madison County Transit Confluence Trail,Turn right onto Madison County Transit Confluence Trail,Dot
005808,005808,38.763590,-90.134730,Turn left onto MCT Confluence Trail Connector,Turn left onto MCT Confluence Trail Connector,Dot
005816,005816,38.762050,-90.133300,Keep right,Keep right,Dot
005826,005826,38.761620,-90.142800,Continue onto Chain of Rocks Road,Continue onto Chain of Rocks Road,Dot
005845,005845,38.694700,-90.209300,Slight Left,Keep left onto St. Louis Riverfront Trail,Dot
005862,005862,38.637530,-90.180950,Slight Left,Turn slight left onto St. Louis Riverfront Trail,Dot
